#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Hertha BSC,BSC,12,6,3,3,19:11,8,21
2,Werder Bremen,SVW,11,6,1,4,28:15,13,19
3,FC Schalke 04,S04,11,6,1,4,14:11,3,19
4,Hamburger SV,HSV,11,5,1,5,19:16,3,16
5,Bayern München,FCB,10,4,3,3,15:15,0,15
6,Hannover 96,H96,10,4,3,3,11:11,0,15
7,Borussia Dortmund,BVB,12,4,3,5,13:19,-6,15
8,1. FC Nürnberg,FCN,11,4,2,5,21:22,-1,14
9,Arminia Bielefeld,DSC,12,4,2,6,13:18,-5,14
10,Bayer Leverkusen,B04,12,3,4,5,15:18,-3,13
11,VfB Stuttgart,VFB,11,3,4,4,14:17,-3,13
12,FC Hansa Rostock,ROS,11,2,4,5,11:20,-9,10
13,1. FC Kaiserslautern,FCK,11,2,3,6,14:20,-6,9
14,VfL Wolfsburg,WOB,10,3,0,7,8:21,-13,9
15,SC Freiburg,SCF,12,1,3,8,9:28,-19,6
16,1. FSV Mainz 05,M05,11,1,2,8,13:25,-12,5
17,VfL Bochum,BOC,10,1,2,7,9:24,-15,5
18,Bor. Mönchengladbach,BMG,10,0,4,6,6:20,-14,4
