#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,VfB Stuttgart,VFB,4,3,1,0,6:0,6,10
2,Werder Bremen,SVW,4,3,0,1,9:3,6,9
3,Bayern München,FCB,4,2,1,1,9:7,2,7
4,Bayer Leverkusen,B04,4,2,1,1,6:5,1,7
5,Hannover 96,H96,4,2,0,2,6:7,-1,6
6,1. FC Kaiserslautern,FCK,4,2,0,2,5:8,-3,6
7,VfL Bochum,BOC,4,1,1,2,6:7,-1,4
8,Borussia Dortmund,BVB,4,1,1,2,3:4,-1,4
9,FC Schalke 04,S04,4,1,1,2,5:8,-3,4
10,Eintracht Frankfurt,SGE,4,1,1,2,4:7,-3,4
11,Hertha BSC,BSC,4,0,3,1,3:6,-3,3
11,TSV 1860 München,M60,4,1,0,3,3:6,-3,3
13,VfL Wolfsburg,WOB,4,1,0,3,6:12,-6,3
14,FC Hansa Rostock,ROS,4,0,2,2,6:10,-4,2
15,SC Freiburg,SCF,4,0,2,2,3:7,-4,2
16,Hamburger SV,HSV,4,0,2,2,3:8,-5,2
17,1. FC Köln,KOE,4,0,1,3,2:5,-3,1
18,Bor. Mönchengladbach,BMG,4,0,1,3,3:9,-6,1
