#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Werder Bremen,SVW,9,7,1,1,24:9,15,22
2,VfB Stuttgart,VFB,9,5,2,2,11:3,8,17
3,Bayer Leverkusen,B04,11,4,5,2,17:13,4,17
4,FC Schalke 04,S04,10,5,2,3,16:14,2,17
5,Bayern München,FCB,11,4,4,3,18:12,6,16
6,Borussia Dortmund,BVB,10,3,1,6,12:17,-5,10
7,FC Hansa Rostock,ROS,11,2,4,5,14:21,-7,10
8,Hannover 96,H96,10,3,1,6,15:24,-9,10
9,Hertha BSC,BSC,11,2,4,5,10:23,-13,10
10,VfL Bochum,BOC,10,2,3,5,15:20,-5,9
11,Hamburger SV,HSV,10,2,3,5,11:20,-9,9
12,Bor. Mönchengladbach,BMG,11,2,2,7,11:18,-7,8
13,TSV 1860 München,M60,9,1,4,4,8:13,-5,7
14,Eintracht Frankfurt,SGE,9,2,1,6,7:14,-7,7
15,1. FC Kaiserslautern,FCK,11,2,1,8,10:26,-16,7
16,VfL Wolfsburg,WOB,10,1,1,8,11:23,-12,4
17,1. FC Köln,KOE,9,0,3,6,5:15,-10,3
18,SC Freiburg,SCF,9,0,2,7,6:23,-17,2
