#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Hertha BSC,BSC,2,2,0,0,6:0,6,6
2,Bor. Mönchengladbach,BMG,2,2,0,0,3:0,3,6
3,Bayer Leverkusen,B04,2,1,1,0,4:1,3,4
4,Energie Cottbus,FCE,2,1,1,0,4:2,2,4
5,Eintracht Frankfurt,SGE,2,1,1,0,3:1,2,4
5,FC Schalke 04,S04,2,1,1,0,3:1,2,4
7,Bayern München,FCB,2,1,1,0,2:0,2,4
8,1. FSV Mainz 05,M05,2,1,1,0,3:2,1,4
9,1. FC Nürnberg,FCN,2,1,1,0,2:1,1,4
9,Borussia Dortmund,BVB,2,1,1,0,2:1,1,4
11,Alemannia Aachen,AAC,2,1,0,1,4:3,1,3
12,Arminia Bielefeld,DSC,2,1,0,1,4:4,0,3
12,Werder Bremen,SVW,2,1,0,1,4:4,0,3
14,Hamburger SV,HSV,2,0,2,0,2:2,0,2
15,VfL Wolfsburg,WOB,2,0,1,1,1:2,-1,1
16,VfL Bochum,BOC,2,0,0,2,1:3,-2,0
17,Hannover 96,H96,2,0,0,2,2:7,-5,0
18,VfB Stuttgart,VFB,2,0,0,2,1:6,-5,0
