#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,FC Schalke 04,S04,9,7,2,0,20:7,13,23
2,Hertha BSC,BSC,9,7,2,0,20:9,11,23
3,Werder Bremen,SVW,10,7,1,2,23:11,12,22
4,Bayern München,FCB,10,6,3,1,15:7,8,21
5,VfB Stuttgart,VFB,9,6,1,2,15:9,6,19
6,1. FC Nürnberg,FCN,10,4,5,1,16:10,6,17
7,Arminia Bielefeld,DSC,10,4,4,2,16:10,6,16
8,Bayer Leverkusen,B04,9,4,2,3,16:12,4,14
9,Borussia Dortmund,BVB,10,3,5,2,12:11,1,14
10,Bor. Mönchengladbach,BMG,9,4,2,3,8:7,1,14
11,Energie Cottbus,FCE,10,3,3,4,14:13,1,12
12,VfL Bochum,BOC,10,4,0,6,12:19,-7,12
13,VfL Wolfsburg,WOB,9,2,5,2,8:8,0,11
14,Eintracht Frankfurt,SGE,9,2,4,3,12:18,-6,10
15,1. FSV Mainz 05,M05,10,2,4,4,8:18,-10,10
16,Hannover 96,H96,9,2,3,4,12:14,-2,9
17,Alemannia Aachen,AAC,10,2,3,5,19:22,-3,9
18,Hamburger SV,HSV,9,0,7,2,7:9,-2,7
