#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,10,10,0,0,33:4,29,30
2,Borussia Dortmund,BVB,10,7,2,1,29:12,17,23
3,FC Schalke 04,S04,10,6,1,3,13:12,1,19
4,VfL Wolfsburg,WOB,10,5,3,2,15:12,3,18
5,Hertha BSC,BSC,10,5,2,3,13:10,3,17
6,Bayer Leverkusen,B04,10,5,2,3,12:12,0,17
7,Bor. Mönchengladbach,BMG,10,5,0,5,19:17,2,15
8,FC Ingolstadt 04,FCI,10,4,2,4,6:8,-2,14
9,1. FC Köln,KOE,10,4,2,4,13:17,-4,14
10,Hamburger SV,HSV,10,4,2,4,9:13,-4,14
11,SV Darmstadt 98,D98,10,3,4,3,12:13,-1,13
12,Eintracht Frankfurt,SGE,10,3,3,4,16:17,-1,12
13,1. FSV Mainz 05,M05,10,4,0,6,13:16,-3,12
14,Werder Bremen,SVW,10,3,1,6,10:15,-5,10
15,Hannover 96,H96,10,2,2,6,9:18,-9,8
16,VfB Stuttgart,VFB,10,2,1,7,15:23,-8,7
17,1899 Hoffenheim,TSG,10,1,3,6,12:19,-7,6
18,FC Augsburg,FCA,10,1,2,7,9:20,-11,5
