#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,28,23,3,2,66:13,53,72
2,Borussia Dortmund,BVB,28,21,4,3,67:28,39,67
3,Hertha BSC,BSC,28,14,6,8,37:32,5,48
4,Bor. Mönchengladbach,BMG,28,14,3,11,59:44,15,45
5,Bayer Leverkusen,B04,28,13,6,9,42:33,9,45
6,1. FSV Mainz 05,M05,28,13,5,10,39:35,4,44
7,FC Schalke 04,S04,28,13,5,10,39:38,1,44
8,VfL Wolfsburg,WOB,28,10,8,10,39:37,2,38
9,FC Ingolstadt 04,FCI,28,9,9,10,26:31,-5,36
10,Hamburger SV,HSV,28,9,7,12,34:38,-4,34
11,1. FC Köln,KOE,28,8,10,10,29:35,-6,34
12,VfB Stuttgart,VFB,28,9,6,13,45:56,-11,33
13,SV Darmstadt 98,D98,28,6,11,11,30:43,-13,29
14,1899 Hoffenheim,TSG,28,6,10,12,31:44,-13,28
15,Werder Bremen,SVW,28,7,7,14,38:57,-19,28
16,FC Augsburg,FCA,28,6,9,13,35:47,-12,27
17,Eintracht Frankfurt,SGE,28,6,9,13,29:44,-15,27
18,Hannover 96,H96,28,5,2,21,22:52,-30,17
