#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,6,6,0,0,24:3,21,18
2,Borussia Dortmund,BVB,5,4,1,0,17:4,13,13
3,VfL Wolfsburg,WOB,5,4,1,0,12:4,8,13
4,Hertha BSC,BSC,4,3,1,0,8:2,6,10
5,Bayer Leverkusen,B04,5,3,1,1,8:6,2,10
6,FC Schalke 04,S04,5,3,1,1,7:6,1,10
7,Bor. Mönchengladbach,BMG,5,3,0,2,10:8,2,9
8,1. FC Köln,KOE,5,2,2,1,5:4,1,8
9,1. FSV Mainz 05,M05,6,2,0,4,7:10,-3,6
10,Eintracht Frankfurt,SGE,4,1,2,1,9:9,0,5
11,Hamburger SV,HSV,4,1,2,1,3:3,0,5
12,SV Darmstadt 98,D98,6,1,2,3,6:10,-4,5
13,FC Ingolstadt 04,FCI,5,1,1,3,2:6,-4,4
14,FC Augsburg,FCA,5,1,0,4,3:7,-4,3
15,Hannover 96,H96,5,1,0,4,5:10,-5,3
16,VfB Stuttgart,VFB,5,1,0,4,4:11,-7,3
17,Werder Bremen,SVW,5,1,0,4,2:9,-7,3
18,1899 Hoffenheim,TSG,5,0,2,3,5:9,-4,2
