#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,15,14,0,1,47:6,41,42
2,Borussia Dortmund,BVB,15,13,2,0,42:11,31,41
3,Bor. Mönchengladbach,BMG,15,11,1,3,37:16,21,34
4,Hertha BSC,BSC,15,9,5,1,23:11,12,32
5,VfL Wolfsburg,WOB,15,8,5,2,29:14,15,29
6,FC Schalke 04,S04,15,8,4,3,25:20,5,28
7,Bayer Leverkusen,B04,15,8,3,4,26:14,12,27
8,1. FSV Mainz 05,M05,15,8,2,5,23:18,5,26
9,FC Ingolstadt 04,FCI,15,7,4,4,19:14,5,25
10,1899 Hoffenheim,TSG,15,5,6,4,19:20,-1,21
11,VfB Stuttgart,VFB,15,6,1,8,21:26,-5,19
12,Eintracht Frankfurt,SGE,15,4,6,5,19:23,-4,18
13,Hamburger SV,HSV,15,4,4,7,18:21,-3,16
14,1. FC Köln,KOE,15,4,4,7,12:17,-5,16
15,FC Augsburg,FCA,15,3,5,7,17:24,-7,14
16,Werder Bremen,SVW,15,3,5,7,20:28,-8,14
17,SV Darmstadt 98,D98,15,2,6,7,14:25,-11,12
18,Hannover 96,H96,15,3,0,12,13:27,-14,9
