#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,12,11,0,1,38:6,32,33
2,Borussia Dortmund,BVB,11,10,1,0,34:9,25,31
3,Bor. Mönchengladbach,BMG,13,9,1,3,29:16,13,28
4,Hertha BSC,BSC,12,7,4,1,17:8,9,25
5,VfL Wolfsburg,WOB,12,7,3,2,25:11,14,24
6,FC Schalke 04,S04,13,7,3,3,21:17,4,24
7,1. FSV Mainz 05,M05,12,7,1,4,17:13,4,22
8,Bayer Leverkusen,B04,12,5,3,4,19:14,5,18
9,FC Ingolstadt 04,FCI,12,5,3,4,12:11,1,18
10,1. FC Köln,KOE,12,4,4,4,11:11,0,16
11,VfB Stuttgart,VFB,12,5,1,6,15:20,-5,16
12,Eintracht Frankfurt,SGE,12,3,5,4,17:20,-3,14
13,1899 Hoffenheim,TSG,12,3,5,4,15:18,-3,14
14,Hamburger SV,HSV,12,3,4,5,14:16,-2,13
15,FC Augsburg,FCA,12,2,4,6,12:18,-6,10
16,Werder Bremen,SVW,11,1,4,6,11:22,-11,7
17,SV Darmstadt 98,D98,12,1,4,7,8:21,-13,7
18,Hannover 96,H96,12,2,0,10,11:22,-11,6
