#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Borussia Dortmund,BVB,16,14,2,0,47:12,35,44
2,Bayern München,FCB,16,14,1,1,48:7,41,43
3,Bor. Mönchengladbach,BMG,17,13,1,3,42:18,24,40
4,Hertha BSC,BSC,17,9,5,3,24:15,9,32
5,Bayer Leverkusen,B04,16,9,3,4,28:15,13,30
6,VfL Wolfsburg,WOB,16,8,5,3,29:16,13,29
7,FC Schalke 04,S04,17,8,5,4,28:24,4,29
8,1. FSV Mainz 05,M05,16,8,3,5,23:18,5,27
9,FC Ingolstadt 04,FCI,17,7,5,5,22:18,4,26
10,1899 Hoffenheim,TSG,16,6,6,4,21:21,0,24
11,Eintracht Frankfurt,SGE,17,6,6,5,22:24,-2,24
12,1. FC Köln,KOE,17,5,5,7,16:18,-2,20
13,Hamburger SV,HSV,17,5,4,8,20:23,-3,19
14,VfB Stuttgart,VFB,17,6,1,10,22:32,-10,19
15,Werder Bremen,SVW,16,4,5,7,26:30,-4,17
16,FC Augsburg,FCA,16,3,6,7,17:24,-7,15
17,SV Darmstadt 98,D98,16,2,6,8,15:27,-12,12
18,Hannover 96,H96,17,4,0,13,15:30,-15,12
