#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,10,10,0,0,34:3,31,30
2,Borussia Dortmund,BVB,9,8,1,0,30:8,22,25
3,Bor. Mönchengladbach,BMG,11,7,1,3,24:16,8,22
4,VfL Wolfsburg,WOB,10,6,3,1,23:9,14,21
5,Hertha BSC,BSC,10,6,3,1,14:7,7,21
6,FC Schalke 04,S04,11,6,2,3,17:14,3,20
7,Bayer Leverkusen,B04,10,5,3,2,18:9,9,18
8,1. FSV Mainz 05,M05,10,5,1,4,12:11,1,16
9,FC Ingolstadt 04,FCI,10,4,2,4,9:10,-1,14
10,1. FC Köln,KOE,10,3,4,3,8:9,-1,13
11,VfB Stuttgart,VFB,10,4,1,5,12:18,-6,13
12,Eintracht Frankfurt,SGE,10,3,3,4,17:20,-3,12
13,Hamburger SV,HSV,10,2,3,5,10:13,-3,9
14,FC Augsburg,FCA,10,2,3,5,9:13,-4,9
15,1899 Hoffenheim,TSG,10,1,5,4,10:15,-5,8
16,SV Darmstadt 98,D98,10,1,4,5,7:17,-10,7
17,Hannover 96,H96,10,2,0,8,11:17,-6,6
18,Werder Bremen,SVW,9,1,2,6,8:19,-11,5
