#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,15,12,2,1,35:10,25,38
2,VfB Stuttgart,VFB,14,11,1,2,32:12,20,34
3,FC Schalke 04,S04,15,11,1,3,29:19,10,34
4,Bayer Leverkusen,B04,14,9,3,2,32:16,16,30
5,VfL Wolfsburg,WOB,15,9,0,6,32:18,14,27
6,1. FC Kaiserslautern,FCK,15,8,2,5,19:15,4,26
7,Hertha BSC,BSC,14,6,7,1,27:11,16,25
8,Werder Bremen,SVW,15,7,4,4,26:14,12,25
9,Bor. Mönchengladbach,BMG,15,7,4,4,24:21,3,25
10,1. FSV Mainz 05,M05,14,7,3,4,21:15,6,24
11,Hamburger SV,HSV,14,8,0,6,24:21,3,24
12,Arminia Bielefeld,DSC,14,6,3,5,17:16,1,21
13,VfL Bochum,BOC,15,5,5,5,26:23,3,20
14,Borussia Dortmund,BVB,14,5,5,4,17:15,2,20
15,Hannover 96,H96,15,6,2,7,18:18,0,20
16,1. FC Nürnberg,FCN,14,3,5,6,22:22,0,14
17,FC Hansa Rostock,ROS,15,3,4,8,14:29,-15,13
18,SC Freiburg,SCF,14,2,5,7,13:24,-11,11
