#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,12,9,2,1,29:8,21,29
2,FC Schalke 04,S04,12,9,1,2,23:16,7,28
3,Bayer Leverkusen,B04,11,8,2,1,27:12,15,26
4,VfB Stuttgart,VFB,11,8,1,2,26:11,15,25
5,VfL Wolfsburg,WOB,12,8,0,4,31:14,17,24
6,Werder Bremen,SVW,12,7,3,2,25:11,14,24
7,1. FC Kaiserslautern,FCK,12,7,2,3,17:11,6,23
8,Hamburger SV,HSV,11,7,0,4,20:16,4,21
9,Bor. Mönchengladbach,BMG,12,6,2,4,20:18,2,20
10,Hertha BSC,BSC,11,4,6,1,20:9,11,18
11,Arminia Bielefeld,DSC,11,5,3,3,13:10,3,18
12,1. FSV Mainz 05,M05,11,5,3,3,14:12,2,18
13,Hannover 96,H96,12,5,2,5,16:15,1,17
14,Borussia Dortmund,BVB,11,4,4,3,14:11,3,16
15,VfL Bochum,BOC,12,3,5,4,20:20,0,14
16,1. FC Nürnberg,FCN,11,2,4,5,16:18,-2,10
17,SC Freiburg,SCF,11,2,4,5,9:17,-8,10
18,FC Hansa Rostock,ROS,12,0,4,8,7:27,-20,4
