#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Werder Bremen,SVW,16,11,4,1,36:14,22,37
2,VfB Stuttgart,VFB,16,9,3,4,23:9,14,30
3,Bayern München,FCB,16,7,5,4,26:17,9,26
4,Bayer Leverkusen,B04,16,6,7,3,24:19,5,25
5,FC Schalke 04,S04,16,6,3,7,20:25,-5,21
6,VfL Bochum,BOC,16,4,6,6,25:30,-5,18
7,Borussia Dortmund,BVB,16,4,3,9,19:31,-12,15
8,Hannover 96,H96,16,4,3,9,21:34,-13,15
9,Hertha BSC,BSC,16,3,5,8,15:34,-19,14
10,FC Hansa Rostock,ROS,16,2,7,7,21:32,-11,13
11,TSV 1860 München,M60,16,3,4,9,15:27,-12,13
12,Bor. Mönchengladbach,BMG,16,3,3,10,18:30,-12,12
13,Hamburger SV,HSV,16,3,3,10,14:38,-24,12
14,Eintracht Frankfurt,SGE,16,3,1,12,10:27,-17,10
15,1. FC Kaiserslautern,FCK,16,3,1,12,13:39,-26,10
16,VfL Wolfsburg,WOB,16,2,1,13,18:36,-18,7
17,SC Freiburg,SCF,16,0,5,11,10:40,-30,5
18,1. FC Köln,KOE,16,0,3,13,9:31,-22,3
