#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,VfB Stuttgart,VFB,7,5,2,0,11:1,10,17
2,Werder Bremen,SVW,7,5,1,1,19:7,12,16
3,Bayer Leverkusen,B04,8,3,4,1,12:8,4,13
4,Bayern München,FCB,8,3,3,2,11:10,1,12
5,Hannover 96,H96,8,3,1,4,13:19,-6,10
6,FC Hansa Rostock,ROS,8,2,3,3,13:15,-2,9
7,FC Schalke 04,S04,7,2,2,3,11:14,-3,8
8,VfL Bochum,BOC,8,2,1,5,12:17,-5,7
9,Hertha BSC,BSC,8,1,4,3,7:14,-7,7
10,Hamburger SV,HSV,8,1,3,4,6:15,-9,6
11,1. FC Kaiserslautern,FCK,8,2,0,6,8:22,-14,6
12,TSV 1860 München,M60,7,1,2,4,7:12,-5,5
13,Bor. Mönchengladbach,BMG,8,1,1,6,8:15,-7,4
14,Eintracht Frankfurt,SGE,7,1,1,5,5:12,-7,4
15,Borussia Dortmund,BVB,7,1,1,5,5:13,-8,4
16,VfL Wolfsburg,WOB,7,1,0,6,10:19,-9,3
17,1. FC Köln,KOE,7,0,2,5,4:13,-9,2
18,SC Freiburg,SCF,7,0,2,5,4:15,-11,2
