#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,VfL Wolfsburg,WOB,15,14,1,0,43:12,31,43
2,Hertha BSC,BSC,16,12,2,2,29:14,15,38
3,Hamburger SV,HSV,15,12,2,1,24:11,13,38
4,VfB Stuttgart,VFB,16,11,3,2,32:14,18,36
5,Werder Bremen,SVW,16,10,4,2,42:19,23,34
6,Bayern München,FCB,15,10,2,3,40:22,18,32
7,1899 Hoffenheim,TSG,16,9,4,3,28:16,12,31
8,Hannover 96,H96,16,8,7,1,31:20,11,31
9,Borussia Dortmund,BVB,16,7,9,0,28:11,17,30
10,FC Schalke 04,S04,15,9,3,3,23:10,13,30
11,Bayer Leverkusen,B04,16,5,5,6,26:22,4,20
12,Eintracht Frankfurt,SGE,15,5,4,6,24:21,3,19
13,Bor. Mönchengladbach,BMG,16,5,3,8,22:26,-4,18
14,VfL Bochum,BOC,16,4,4,8,21:28,-7,16
15,Karlsruher SC,KSC,15,4,4,7,12:19,-7,16
16,Energie Cottbus,FCE,15,5,1,9,16:26,-10,16
17,1. FC Köln,KOE,15,4,4,7,12:22,-10,16
18,Arminia Bielefeld,DSC,15,2,7,6,14:22,-8,13
