#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Borussia Dortmund,BVB,12,10,2,0,40:17,23,32
2,Bor. Mönchengladbach,BMG,11,9,0,2,25:9,16,27
3,RB Leipzig,RBL,12,7,4,1,25:8,17,25
4,Bayern München,FCB,11,7,3,1,23:12,11,24
5,Bayer Leverkusen,B04,11,6,1,4,18:16,2,19
6,1. FSV Mainz 05,M05,12,5,4,3,16:15,1,19
7,Eintracht Frankfurt,SGE,11,5,3,3,24:14,10,18
8,Fortuna Düsseldorf,F95,12,6,0,6,17:18,-1,18
9,1899 Hoffenheim,TSG,12,4,5,3,19:13,6,17
10,SC Freiburg,SCF,12,4,5,3,23:19,4,17
11,Werder Bremen,SVW,12,4,5,3,22:19,3,17
12,Hertha BSC,BSC,11,4,5,2,17:15,2,17
13,VfL Wolfsburg,WOB,11,4,3,4,16:17,-1,15
14,FC Schalke 04,S04,11,4,1,6,13:16,-3,13
15,1. FC Nürnberg,FCN,12,2,5,5,11:15,-4,11
16,VfB Stuttgart,VFB,11,3,2,6,11:23,-12,11
17,FC Augsburg,FCA,11,2,4,5,19:19,0,10
18,Hannover 96,H96,12,3,1,8,9:21,-12,10
