#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bor. Mönchengladbach,BMG,8,8,0,0,23:3,20,24
2,Borussia Dortmund,BVB,8,7,1,0,27:10,17,22
3,RB Leipzig,RBL,8,6,2,0,21:4,17,20
4,Bayern München,FCB,8,4,3,1,15:10,5,15
5,Hertha BSC,BSC,8,4,3,1,14:11,3,15
6,Eintracht Frankfurt,SGE,7,4,1,2,19:8,11,13
7,SC Freiburg,SCF,9,3,4,2,13:11,2,13
8,1. FSV Mainz 05,M05,9,3,4,2,10:9,1,13
9,1899 Hoffenheim,TSG,8,3,3,2,13:8,5,12
10,Werder Bremen,SVW,9,3,3,3,15:16,-1,12
11,VfL Wolfsburg,WOB,9,3,3,3,13:14,-1,12
12,Fortuna Düsseldorf,F95,9,4,0,5,12:13,-1,12
13,Bayer Leverkusen,B04,7,3,1,3,10:13,-3,10
14,VfB Stuttgart,VFB,7,3,1,3,5:12,-7,10
15,1. FC Nürnberg,FCN,8,2,3,3,9:10,-1,9
16,FC Schalke 04,S04,8,3,0,5,11:13,-2,9
17,FC Augsburg,FCA,7,1,4,2,11:11,0,7
18,Hannover 96,H96,7,2,1,4,7:13,-6,7
