#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,10,8,1,1,35:11,24,25
2,Bayer Leverkusen,B04,11,6,3,2,28:17,11,21
3,Eintracht Frankfurt,SGE,11,5,3,3,19:19,0,18
4,Borussia Dortmund,BVB,10,5,1,4,21:18,3,16
5,SC Freiburg,SCF,11,4,3,4,16:13,3,15
6,1. FC Union Berlin,FCU,11,3,4,4,15:18,-3,13
7,Arminia Bielefeld,DSC,10,3,3,4,10:11,-1,12
8,1899 Hoffenheim,TSG,11,3,2,6,18:22,-4,11
9,1. FC Köln,KOE,10,2,5,3,14:19,-5,11
10,VfL Wolfsburg,WOB,10,3,1,6,9:18,-9,10
11,Bor. Mönchengladbach,BMG,11,2,3,6,11:21,-10,9
12,Hertha BSC,BSC,10,2,2,6,8:26,-18,8
13,RB Leipzig,RBL,10,1,4,5,9:13,-4,7
14,VfB Stuttgart,VFB,10,1,4,5,6:15,-9,7
15,FC Augsburg,FCA,11,1,4,6,7:19,-12,7
16,VfL Bochum,BOC,11,2,1,8,7:22,-15,7
17,1. FSV Mainz 05,M05,10,2,0,8,9:18,-9,6
18,SpVgg Greuther Fürth,SGF,11,0,1,10,9:40,-31,1
