#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,7,6,0,1,22:4,18,18
2,Eintracht Frankfurt,SGE,8,5,2,1,19:14,5,17
3,FC Schalke 04,S04,7,5,1,1,13:5,8,16
4,Borussia Dortmund,BVB,7,4,2,1,15:5,10,14
5,Bayer Leverkusen,B04,6,4,2,0,12:5,7,14
6,Hannover 96,H96,8,4,2,2,17:11,6,14
7,Werder Bremen,SVW,7,4,1,2,13:10,3,13
8,1. FSV Mainz 05,M05,6,4,0,2,9:4,5,12
9,Hamburger SV,HSV,7,4,0,3,8:8,0,12
10,SC Freiburg,SCF,8,3,2,3,13:10,3,11
11,Bor. Mönchengladbach,BMG,7,3,2,2,12:9,3,11
12,1. FC Nürnberg,FCN,7,2,3,2,8:8,0,9
13,1899 Hoffenheim,TSG,7,2,2,3,11:15,-4,8
14,VfB Stuttgart,VFB,7,2,2,3,8:12,-4,8
15,Fortuna Düsseldorf,F95,7,1,4,2,6:12,-6,7
16,FC Augsburg,FCA,7,1,2,4,6:12,-6,5
17,VfL Wolfsburg,WOB,6,1,2,3,5:11,-6,5
18,SpVgg Greuther Fürth,SGF,7,0,2,5,3:13,-10,2
