#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,11,8,2,1,30:6,24,26
2,Bayer Leverkusen,B04,11,8,2,1,23:10,13,26
3,Eintracht Frankfurt,SGE,11,7,3,1,25:16,9,24
4,Hannover 96,H96,11,7,2,2,23:14,9,23
5,Hamburger SV,HSV,11,7,0,4,14:12,2,21
6,Borussia Dortmund,BVB,11,6,2,3,24:12,12,20
7,FC Schalke 04,S04,11,6,2,3,21:15,6,20
8,1. FSV Mainz 05,M05,11,6,2,3,16:11,5,20
9,Fortuna Düsseldorf,F95,12,5,4,3,18:17,1,19
10,Bor. Mönchengladbach,BMG,10,5,3,2,19:13,6,18
11,SC Freiburg,SCF,11,5,3,3,15:10,5,18
12,1. FC Nürnberg,FCN,11,4,5,2,15:12,3,17
13,Werder Bremen,SVW,11,5,2,4,18:19,-1,17
14,1899 Hoffenheim,TSG,12,3,3,6,15:24,-9,12
15,VfB Stuttgart,VFB,10,3,2,5,12:19,-7,11
16,VfL Wolfsburg,WOB,11,2,4,5,9:17,-8,10
17,FC Augsburg,FCA,11,1,5,5,8:16,-8,8
18,SpVgg Greuther Fürth,SGF,11,0,3,8,4:19,-15,3
