#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,4,4,0,0,14:2,12,12
2,Eintracht Frankfurt,SGE,4,3,1,0,10:7,3,10
3,Borussia Dortmund,BVB,3,3,0,0,10:1,9,9
4,FC Schalke 04,S04,4,3,0,1,9:3,6,9
5,Hannover 96,H96,4,2,2,0,10:6,4,8
6,SC Freiburg,SCF,4,2,1,1,10:6,4,7
7,Bayer Leverkusen,B04,3,2,1,0,5:1,4,7
8,Bor. Mönchengladbach,BMG,4,2,1,1,8:6,2,7
9,1. FSV Mainz 05,M05,3,2,0,1,3:1,2,6
10,Hamburger SV,HSV,3,2,0,1,4:3,1,6
11,Werder Bremen,SVW,3,1,1,1,4:4,0,4
12,FC Augsburg,FCA,4,1,1,2,4:6,-2,4
13,1899 Hoffenheim,TSG,3,1,1,1,3:5,-2,4
14,Fortuna Düsseldorf,F95,3,0,3,0,2:2,0,3
15,VfB Stuttgart,VFB,4,0,2,2,2:6,-4,2
16,1. FC Nürnberg,FCN,3,0,1,2,2:5,-3,1
17,VfL Wolfsburg,WOB,3,0,1,2,1:7,-6,1
18,SpVgg Greuther Fürth,SGF,4,0,0,4,0:8,-8,0
