#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,8,6,1,1,23:5,18,19
2,FC Schalke 04,S04,8,5,2,1,14:6,8,17
3,Bayer Leverkusen,B04,7,5,2,0,13:5,8,17
4,Eintracht Frankfurt,SGE,8,5,2,1,19:14,5,17
5,1. FSV Mainz 05,M05,7,5,0,2,11:5,6,15
6,Borussia Dortmund,BVB,7,4,2,1,15:5,10,14
7,Hannover 96,H96,8,4,2,2,17:11,6,14
8,Werder Bremen,SVW,7,4,1,2,13:10,3,13
9,Hamburger SV,HSV,7,4,0,3,8:8,0,12
10,SC Freiburg,SCF,8,3,2,3,13:10,3,11
11,Bor. Mönchengladbach,BMG,7,3,2,2,12:9,3,11
12,Fortuna Düsseldorf,F95,8,2,4,2,10:12,-2,10
13,1. FC Nürnberg,FCN,7,2,3,2,8:8,0,9
14,VfB Stuttgart,VFB,7,2,2,3,8:12,-4,8
15,1899 Hoffenheim,TSG,8,2,2,4,12:19,-7,8
16,FC Augsburg,FCA,8,1,3,4,7:13,-6,6
17,VfL Wolfsburg,WOB,7,1,3,3,6:12,-6,6
18,SpVgg Greuther Fürth,SGF,8,0,2,6,3:14,-11,2
