#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,17,14,2,1,56:11,45,44
2,Bayer Leverkusen,B04,17,12,3,2,36:15,21,39
3,Borussia Dortmund,BVB,17,10,3,4,40:19,21,33
4,FC Schalke 04,S04,17,10,3,4,35:22,13,33
5,Hannover 96,H96,17,9,5,3,34:23,11,32
6,Eintracht Frankfurt,SGE,17,9,4,4,32:23,9,31
7,Bor. Mönchengladbach,BMG,17,8,5,4,27:20,7,29
8,SC Freiburg,SCF,17,8,4,5,25:18,7,28
9,1. FC Nürnberg,FCN,17,7,6,4,24:19,5,27
10,1. FSV Mainz 05,M05,17,7,5,5,22:19,3,26
11,Hamburger SV,HSV,17,8,2,7,18:18,0,26
12,Fortuna Düsseldorf,F95,17,5,6,6,24:28,-4,21
13,FC Augsburg,FCA,17,5,5,7,19:22,-3,20
14,Werder Bremen,SVW,17,5,5,7,23:30,-7,20
15,VfB Stuttgart,VFB,17,5,4,8,20:28,-8,19
16,1899 Hoffenheim,TSG,17,5,4,8,21:30,-9,19
17,VfL Wolfsburg,WOB,17,3,8,6,21:30,-9,17
18,SpVgg Greuther Fürth,SGF,17,0,4,13,10:36,-26,4
