#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,1899 Hoffenheim,TSG,3,3,0,0,8:3,5,9
2,Bayern München,FCB,2,2,0,0,6:1,5,6
3,RB Leipzig,RBL,3,2,0,1,6:3,3,6
4,Bayer Leverkusen,B04,2,1,1,0,5:2,3,4
5,Borussia Dortmund,BVB,2,1,1,0,5:3,2,4
6,SC Freiburg,SCF,3,1,1,1,2:6,-4,4
7,1. FC Union Berlin,FCU,2,1,0,1,5:3,2,3
8,VfB Stuttgart,VFB,2,1,0,1,4:6,-2,3
9,VfL Wolfsburg,WOB,3,1,0,2,3:5,-2,3
10,Bor. Mönchengladbach,BMG,2,0,2,0,7:7,0,2
11,Eintracht Frankfurt,SGE,2,0,2,0,2:2,0,2
12,1. FC Köln,KOE,3,0,1,2,2:4,-2,1
13,1. FC Heidenheim 1846,HDH,3,0,1,2,3:8,-5,1
14,VfL Bochum,BOC,3,0,1,2,2:14,-12,1
15,Werder Bremen,SVW,2,0,0,2,2:5,-3,0
16,FC Augsburg,FCA,2,0,0,2,1:6,-5,0
17,SV Darmstadt 98,D98,3,0,0,3,2:9,-7,0
18,1. FSV Mainz 05,M05,3,0,0,3,2:10,-8,0
