#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayer Leverkusen,B04,9,7,2,0,21:8,13,23
2,Bayern München,FCB,8,6,1,1,19:10,9,19
3,Borussia Dortmund,BVB,9,4,4,1,21:11,10,16
4,1899 Hoffenheim,TSG,10,5,1,4,19:19,0,16
5,RB Leipzig,RBL,8,4,1,3,14:11,3,13
6,Eintracht Frankfurt,SGE,10,3,4,3,14:14,0,13
7,VfB Stuttgart,VFB,9,4,0,5,12:16,-4,12
8,SC Freiburg,SCF,9,3,1,5,8:17,-9,10
9,FC Augsburg,FCA,9,2,2,5,10:18,-8,8
10,VfL Wolfsburg,WOB,10,2,2,6,10:20,-10,8
11,Bor. Mönchengladbach,BMG,8,1,3,4,18:23,-5,6
12,Werder Bremen,SVW,9,1,3,5,10:17,-7,6
13,1. FSV Mainz 05,M05,9,0,6,3,8:16,-8,6
14,VfL Bochum,BOC,9,1,3,5,6:24,-18,6
15,1. FC Heidenheim 1846,HDH,9,1,2,6,9:19,-10,5
16,1. FC Köln,KOE,9,1,2,6,4:18,-14,5
17,SV Darmstadt 98,D98,8,1,2,5,10:25,-15,5
18,1. FC Union Berlin,FCU,9,1,1,7,7:18,-11,4
