#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayer Leverkusen,B04,7,5,2,0,17:6,11,17
2,Bayern München,FCB,7,5,1,1,17:9,8,16
3,1899 Hoffenheim,TSG,8,5,1,2,17:13,4,16
4,RB Leipzig,RBL,7,4,0,3,13:10,3,12
5,VfB Stuttgart,VFB,7,4,0,3,11:12,-1,12
6,Borussia Dortmund,BVB,7,2,4,1,14:11,3,10
7,SC Freiburg,SCF,8,3,1,4,6:14,-8,10
8,Eintracht Frankfurt,SGE,8,2,3,3,11:12,-1,9
9,Bor. Mönchengladbach,BMG,7,1,3,3,17:21,-4,6
10,VfL Wolfsburg,WOB,8,2,0,6,8:18,-10,6
11,VfL Bochum,BOC,8,1,3,4,6:20,-14,6
12,FC Augsburg,FCA,7,1,2,4,8:14,-6,5
13,1. FSV Mainz 05,M05,8,0,5,3,7:15,-8,5
14,1. FC Köln,KOE,8,1,2,5,4:16,-12,5
15,1. FC Heidenheim 1846,HDH,8,1,1,6,8:18,-10,4
16,SV Darmstadt 98,D98,7,1,1,5,7:22,-15,4
17,1. FC Union Berlin,FCU,8,1,0,7,7:18,-11,3
18,Werder Bremen,SVW,7,0,2,5,8:16,-8,2
