#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,1899 Hoffenheim,TSG,6,5,1,0,15:8,7,16
2,Bayern München,FCB,5,4,1,0,15:4,11,13
3,Bayer Leverkusen,B04,5,4,1,0,13:5,8,13
4,Eintracht Frankfurt,SGE,6,2,3,1,10:7,3,9
5,RB Leipzig,RBL,5,3,0,2,9:6,3,9
6,VfB Stuttgart,VFB,5,3,0,2,9:8,1,9
7,Borussia Dortmund,BVB,5,2,2,1,12:9,3,8
8,Bor. Mönchengladbach,BMG,5,1,3,1,14:14,0,6
9,VfL Bochum,BOC,6,1,2,3,5:17,-12,5
10,FC Augsburg,FCA,5,1,1,3,7:11,-4,4
11,SC Freiburg,SCF,6,1,1,4,4:14,-10,4
12,1. FC Union Berlin,FCU,6,1,0,5,7:14,-7,3
13,1. FSV Mainz 05,M05,6,0,3,3,6:14,-8,3
14,VfL Wolfsburg,WOB,6,1,0,5,6:15,-9,3
15,SV Darmstadt 98,D98,5,1,0,4,4:18,-14,3
16,1. FC Köln,KOE,6,0,2,4,3:14,-11,2
17,Werder Bremen,SVW,5,0,1,4,6:12,-6,1
18,1. FC Heidenheim 1846,HDH,6,0,1,5,6:16,-10,1
