#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,13,10,2,1,39:9,30,32
2,Bayer Leverkusen,B04,12,9,2,1,25:11,14,29
3,Hannover 96,H96,13,8,3,2,28:15,13,27
4,FC Schalke 04,S04,13,8,2,3,25:17,8,26
5,Eintracht Frankfurt,SGE,12,7,3,2,25:17,8,24
6,1. FSV Mainz 05,M05,13,7,3,3,18:12,6,24
7,Borussia Dortmund,BVB,12,7,2,3,27:13,14,23
8,Hamburger SV,HSV,12,7,1,4,15:13,2,22
9,Bor. Mönchengladbach,BMG,12,5,5,2,21:15,6,20
10,Fortuna Düsseldorf,F95,13,5,5,3,19:18,1,20
11,SC Freiburg,SCF,13,5,4,4,17:15,2,19
12,1. FC Nürnberg,FCN,12,4,6,2,16:13,3,18
13,Werder Bremen,SVW,12,5,2,5,18:20,-2,17
14,VfB Stuttgart,VFB,12,3,3,6,13:21,-8,12
15,1899 Hoffenheim,TSG,13,3,3,7,15:25,-10,12
16,FC Augsburg,FCA,13,2,5,6,11:19,-8,11
17,VfL Wolfsburg,WOB,12,2,4,6,10:21,-11,10
18,SpVgg Greuther Fürth,SGF,13,0,4,9,4:22,-18,4
