#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,11,8,2,1,30:6,24,26
2,Eintracht Frankfurt,SGE,11,7,3,1,25:16,9,24
3,Bayer Leverkusen,B04,10,7,2,1,21:9,12,23
4,Hannover 96,H96,11,7,2,2,23:14,9,23
5,FC Schalke 04,S04,11,6,2,3,21:15,6,20
6,1. FSV Mainz 05,M05,10,6,1,3,14:9,5,19
7,Bor. Mönchengladbach,BMG,10,5,3,2,19:13,6,18
8,SC Freiburg,SCF,11,5,3,3,15:10,5,18
9,Hamburger SV,HSV,10,6,0,4,13:12,1,18
10,Borussia Dortmund,BVB,10,5,2,3,21:12,9,17
11,Werder Bremen,SVW,10,5,2,3,16:16,0,17
12,1. FC Nürnberg,FCN,10,4,4,2,13:10,3,16
13,Fortuna Düsseldorf,F95,11,4,4,3,17:17,0,16
14,1899 Hoffenheim,TSG,11,3,3,5,15:23,-8,12
15,VfB Stuttgart,VFB,10,3,2,5,12:19,-7,11
16,VfL Wolfsburg,WOB,10,2,4,4,9:15,-6,10
17,FC Augsburg,FCA,11,1,5,5,8:16,-8,8
18,SpVgg Greuther Fürth,SGF,11,0,3,8,4:19,-15,3
