#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,16,13,2,1,53:11,42,41
2,Bayer Leverkusen,B04,16,11,3,2,33:14,19,36
3,FC Schalke 04,S04,16,10,3,3,34:20,14,33
4,Borussia Dortmund,BVB,15,10,2,3,38:16,22,32
5,Bor. Mönchengladbach,BMG,15,8,5,2,24:15,9,29
6,Hannover 96,H96,15,8,4,3,29:21,8,28
7,Eintracht Frankfurt,SGE,15,8,3,4,27:20,7,27
8,1. FSV Mainz 05,M05,16,7,5,4,20:15,5,26
9,SC Freiburg,SCF,15,7,4,4,22:16,6,25
10,Hamburger SV,HSV,15,8,1,6,17:16,1,25
11,1. FC Nürnberg,FCN,15,6,6,3,21:15,6,24
12,Fortuna Düsseldorf,F95,16,5,6,5,23:26,-3,21
13,1899 Hoffenheim,TSG,16,5,4,7,20:26,-6,19
14,VfB Stuttgart,VFB,15,5,3,7,18:24,-6,18
15,Werder Bremen,SVW,15,5,3,7,20:27,-7,18
16,FC Augsburg,FCA,16,4,5,7,16:21,-5,17
17,VfL Wolfsburg,WOB,16,3,7,6,18:27,-9,16
18,SpVgg Greuther Fürth,SGF,16,0,4,12,9:34,-25,4
