#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,16,13,2,1,53:11,42,41
2,Bayer Leverkusen,B04,16,11,3,2,33:14,19,36
3,Borussia Dortmund,BVB,16,10,3,3,39:17,22,33
4,FC Schalke 04,S04,16,10,3,3,34:20,14,33
5,Eintracht Frankfurt,SGE,16,9,3,4,30:21,9,30
6,Hannover 96,H96,16,8,5,3,31:23,8,29
7,Bor. Mönchengladbach,BMG,16,8,5,3,24:16,8,29
8,SC Freiburg,SCF,16,8,4,4,24:16,8,28
9,1. FSV Mainz 05,M05,16,7,5,4,20:15,5,26
10,Hamburger SV,HSV,16,8,2,6,18:17,1,26
11,1. FC Nürnberg,FCN,16,6,6,4,21:17,4,24
12,Fortuna Düsseldorf,F95,16,5,6,5,23:26,-3,21
13,1899 Hoffenheim,TSG,16,5,4,7,20:26,-6,19
14,Werder Bremen,SVW,16,5,4,7,22:29,-7,19
15,VfB Stuttgart,VFB,16,5,3,8,18:26,-8,18
16,FC Augsburg,FCA,16,4,5,7,16:21,-5,17
17,VfL Wolfsburg,WOB,16,3,7,6,18:27,-9,16
18,SpVgg Greuther Fürth,SGF,16,0,4,12,9:34,-25,4
