#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,VfB Stuttgart,VFB,12,9,3,0,19:2,17,30
2,Bayer Leverkusen,B04,12,9,2,1,26:8,18,29
3,Werder Bremen,SVW,12,9,1,2,34:16,18,28
4,Bayern München,FCB,12,7,3,2,29:16,13,24
5,Borussia Dortmund,BVB,12,7,1,4,23:17,6,22
6,VfL Bochum,BOC,12,6,3,3,24:13,11,21
7,VfL Wolfsburg,WOB,12,6,0,6,25:23,2,18
8,TSV 1860 München,M60,12,5,2,5,13:16,-3,17
9,SC Freiburg,SCF,12,4,3,5,18:22,-4,15
10,Hannover 96,H96,12,4,3,5,21:28,-7,15
11,FC Schalke 04,S04,12,3,5,4,15:19,-4,14
12,Hamburger SV,HSV,12,3,3,6,14:25,-11,12
13,1. FC Kaiserslautern,FCK,12,4,2,6,13:20,-7,11
14,Hertha BSC,BSC,12,2,5,5,10:21,-11,11
15,FC Hansa Rostock,ROS,12,2,3,7,16:21,-5,9
16,Eintracht Frankfurt,SGE,12,2,2,8,9:19,-10,8
17,Bor. Mönchengladbach,BMG,12,1,4,7,8:18,-10,7
18,1. FC Köln,KOE,12,2,1,9,9:22,-13,7
