#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayer Leverkusen,B04,1,1,0,0,4:1,3,3
2,Hannover 96,H96,1,1,0,0,3:0,3,3
2,Werder Bremen,SVW,1,1,0,0,3:0,3,3
4,Bayern München,FCB,1,1,0,0,3:1,2,3
5,VfB Stuttgart,VFB,1,1,0,0,2:0,2,3
6,VfL Wolfsburg,WOB,1,1,0,0,3:2,1,3
7,Bor. Mönchengladbach,BMG,1,1,0,0,1:0,1,3
7,TSV 1860 München,M60,1,1,0,0,1:0,1,3
9,Borussia Dortmund,BVB,1,0,1,0,2:2,0,1
9,FC Schalke 04,S04,1,0,1,0,2:2,0,1
11,VfL Bochum,BOC,1,0,0,1,2:3,-1,0
12,1. FC Köln,KOE,1,0,0,1,0:1,-1,0
13,Eintracht Frankfurt,SGE,1,0,0,1,1:3,-2,0
14,FC Hansa Rostock,ROS,1,0,0,1,0:2,-2,0
15,SC Freiburg,SCF,1,0,0,1,1:4,-3,0
16,Hamburger SV,HSV,1,0,0,1,0:3,-3,0
16,Hertha BSC,BSC,1,0,0,1,0:3,-3,0
18,1. FC Kaiserslautern,FCK,1,0,0,1,0:1,-1,-3
