#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayer Leverkusen,B04,2,2,0,0,6:2,4,6
2,Borussia Dortmund,BVB,2,1,1,0,6:2,4,4
3,Hannover 96,H96,2,1,1,0,6:3,3,4
4,Werder Bremen,SVW,2,1,1,0,4:1,3,4
5,Bayern München,FCB,2,1,1,0,6:4,2,4
6,VfB Stuttgart,VFB,2,1,1,0,2:0,2,4
7,Bor. Mönchengladbach,BMG,2,1,1,0,2:1,1,4
7,TSV 1860 München,M60,2,1,1,0,2:1,1,4
9,VfL Wolfsburg,WOB,2,1,0,1,3:6,-3,3
10,FC Schalke 04,S04,2,0,2,0,3:3,0,2
11,VfL Bochum,BOC,2,0,1,1,3:4,-1,1
12,FC Hansa Rostock,ROS,2,0,1,1,2:4,-2,1
13,SC Freiburg,SCF,2,0,1,1,3:6,-3,1
14,Hamburger SV,HSV,2,0,1,1,1:4,-3,1
15,Hertha BSC,BSC,2,0,1,1,0:3,-3,1
16,1. FC Kaiserslautern,FCK,2,1,0,1,2:2,0,0
17,1. FC Köln,KOE,2,0,0,2,1:3,-2,0
18,Eintracht Frankfurt,SGE,2,0,0,2,2:5,-3,0
