#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayer Leverkusen,B04,10,8,1,1,23:7,16,25
2,VfB Stuttgart,VFB,10,7,3,0,13:1,12,24
3,Werder Bremen,SVW,10,7,1,2,26:14,12,22
4,Bayern München,FCB,10,6,3,1,25:13,12,21
5,Borussia Dortmund,BVB,10,6,1,3,19:11,8,19
6,VfL Bochum,BOC,10,5,3,2,19:10,9,18
7,VfL Wolfsburg,WOB,10,5,0,5,20:20,0,15
8,TSV 1860 München,M60,10,4,2,4,9:12,-3,14
9,SC Freiburg,SCF,10,3,3,4,14:16,-2,12
10,Hannover 96,H96,10,3,3,4,18:22,-4,12
11,FC Schalke 04,S04,10,2,5,3,12:16,-4,11
12,1. FC Kaiserslautern,FCK,10,4,1,5,13:16,-3,10
13,Hamburger SV,HSV,10,2,3,5,9:21,-12,9
14,Eintracht Frankfurt,SGE,10,2,2,6,8:14,-6,8
15,Hertha BSC,BSC,10,1,5,4,8:17,-9,8
16,1. FC Köln,KOE,10,2,1,7,8:16,-8,7
17,Bor. Mönchengladbach,BMG,10,1,3,6,6:15,-9,6
18,FC Hansa Rostock,ROS,10,1,2,7,11:20,-9,5
