#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayer Leverkusen,B04,3,3,0,0,10:2,8,9
2,Borussia Dortmund,BVB,3,2,1,0,9:3,6,7
3,Bayern München,FCB,3,2,1,0,8:4,4,7
4,Werder Bremen,SVW,3,2,1,0,5:1,4,7
5,VfB Stuttgart,VFB,3,2,1,0,3:0,3,7
6,VfL Wolfsburg,WOB,3,2,0,1,8:7,1,6
7,FC Schalke 04,S04,3,1,2,0,5:4,1,5
8,FC Hansa Rostock,ROS,3,1,1,1,5:4,1,4
9,Bor. Mönchengladbach,BMG,3,1,1,1,2:2,0,4
10,Hannover 96,H96,3,1,1,1,6:7,-1,4
11,TSV 1860 München,M60,3,1,1,1,3:4,-1,4
12,SC Freiburg,SCF,3,0,2,1,3:6,-3,2
13,Hertha BSC,BSC,3,0,2,1,0:3,-3,2
14,VfL Bochum,BOC,3,0,1,2,3:6,-3,1
15,Hamburger SV,HSV,3,0,1,2,2:9,-7,1
16,1. FC Kaiserslautern,FCK,3,1,0,2,2:3,-1,0
17,1. FC Köln,KOE,3,0,0,3,2:5,-3,0
18,Eintracht Frankfurt,SGE,3,0,0,3,2:8,-6,0
