#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Werder Bremen,SVW,23,17,4,2,56:21,35,55
2,Bayern München,FCB,23,14,6,3,50:23,27,48
3,VfB Stuttgart,VFB,23,12,7,4,29:10,19,43
4,VfL Bochum,BOC,23,10,8,5,37:25,12,38
5,Bayer Leverkusen,B04,23,10,6,7,40:31,9,36
6,FC Schalke 04,S04,23,9,9,5,29:23,6,36
7,Borussia Dortmund,BVB,23,10,4,9,36:32,4,34
8,VfL Wolfsburg,WOB,23,10,1,12,42:42,0,31
9,FC Hansa Rostock,ROS,23,8,6,9,35:32,3,30
10,Hamburger SV,HSV,23,8,6,9,31:38,-7,30
11,SC Freiburg,SCF,23,8,4,11,31:49,-18,28
12,TSV 1860 München,M60,23,7,5,11,24:35,-11,26
13,Bor. Mönchengladbach,BMG,23,6,6,11,24:33,-9,24
14,1. FC Kaiserslautern,FCK,23,8,3,12,24:35,-11,24
15,Hannover 96,H96,23,6,6,11,38:51,-13,24
16,Eintracht Frankfurt,SGE,23,6,5,12,25:34,-9,23
17,Hertha BSC,BSC,23,5,8,10,24:43,-19,23
18,1. FC Köln,KOE,23,4,4,15,17:35,-18,16
