#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Werder Bremen,SVW,28,20,6,2,67:28,39,66
2,Bayern München,FCB,28,17,8,3,63:30,33,59
3,VfB Stuttgart,VFB,28,15,9,4,43:17,26,54
4,Bayer Leverkusen,B04,28,14,7,7,56:34,22,49
5,VfL Bochum,BOC,28,12,9,7,46:33,13,45
6,Borussia Dortmund,BVB,28,13,6,9,47:36,11,45
7,FC Schalke 04,S04,28,11,10,7,38:32,6,43
8,Hamburger SV,HSV,28,10,6,12,37:49,-12,36
9,FC Hansa Rostock,ROS,28,9,8,11,43:41,2,35
10,SC Freiburg,SCF,28,9,7,12,38:54,-16,34
11,Hannover 96,H96,28,8,8,12,44:55,-11,32
12,Bor. Mönchengladbach,BMG,28,8,7,13,31:40,-9,31
13,VfL Wolfsburg,WOB,28,10,1,17,46:57,-11,31
14,TSV 1860 München,M60,28,8,6,14,28:44,-16,30
15,1. FC Kaiserslautern,FCK,28,9,4,15,29:48,-19,28
16,Hertha BSC,BSC,28,6,10,12,28:51,-23,28
17,Eintracht Frankfurt,SGE,28,7,5,16,28:42,-14,26
18,1. FC Köln,KOE,28,5,5,18,23:44,-21,20
