#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Werder Bremen,SVW,20,15,3,2,52:21,31,48
2,Bayern München,FCB,20,11,6,3,44:22,22,39
3,VfB Stuttgart,VFB,20,11,6,3,27:9,18,39
4,Bayer Leverkusen,B04,20,10,6,4,37:22,15,36
5,VfL Bochum,BOC,20,9,6,5,33:23,10,33
6,Borussia Dortmund,BVB,20,9,4,7,35:28,7,31
7,FC Schalke 04,S04,20,8,7,5,26:23,3,31
8,Hamburger SV,HSV,20,7,6,7,28:33,-5,27
9,VfL Wolfsburg,WOB,20,8,1,11,37:39,-2,25
10,Hannover 96,H96,20,6,6,8,36:44,-8,24
11,SC Freiburg,SCF,20,7,3,10,28:44,-16,24
12,FC Hansa Rostock,ROS,20,6,5,9,29:31,-2,23
13,TSV 1860 München,M60,20,6,5,9,20:29,-9,23
14,Bor. Mönchengladbach,BMG,20,5,5,10,20:28,-8,20
15,Hertha BSC,BSC,20,4,7,9,19:39,-20,19
16,1. FC Kaiserslautern,FCK,20,6,3,11,22:34,-12,18
17,Eintracht Frankfurt,SGE,20,4,5,11,20:31,-11,17
18,1. FC Köln,KOE,20,4,4,12,16:29,-13,16
