#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Werder Bremen,SVW,4,3,1,0,9:2,7,10
2,Bayern München,FCB,4,3,1,0,10:4,6,10
3,VfB Stuttgart,VFB,4,3,1,0,5:0,5,10
4,Bayer Leverkusen,B04,4,3,0,1,10:3,7,9
5,Borussia Dortmund,BVB,4,2,1,1,9:4,5,7
6,TSV 1860 München,M60,4,2,1,1,4:4,0,7
7,VfL Wolfsburg,WOB,4,2,0,2,8:8,0,6
8,FC Hansa Rostock,ROS,4,1,2,1,8:7,1,5
9,SC Freiburg,SCF,4,1,2,1,7:7,0,5
10,Hannover 96,H96,4,1,2,1,9:10,-1,5
11,FC Schalke 04,S04,4,1,2,1,6:8,-2,5
12,VfL Bochum,BOC,4,1,1,2,4:6,-2,4
13,Bor. Mönchengladbach,BMG,4,1,1,2,3:6,-3,4
14,1. FC Köln,KOE,4,1,0,3,3:5,-2,3
15,Hertha BSC,BSC,4,0,3,1,0:3,-3,3
16,Eintracht Frankfurt,SGE,4,0,1,3,2:8,-6,1
17,Hamburger SV,HSV,4,0,1,3,2:11,-9,1
18,1. FC Kaiserslautern,FCK,4,1,0,3,2:5,-3,0
