#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Werder Bremen,SVW,18,13,3,2,49:20,29,42
2,VfB Stuttgart,VFB,18,11,5,2,26:7,19,38
3,Bayern München,FCB,18,10,6,2,41:20,21,36
4,Bayer Leverkusen,B04,18,10,5,3,34:18,16,35
5,VfL Bochum,BOC,18,8,5,5,31:22,9,29
6,FC Schalke 04,S04,18,7,6,5,24:23,1,27
7,Borussia Dortmund,BVB,18,7,4,7,29:26,3,25
8,VfL Wolfsburg,WOB,18,8,1,9,35:33,2,25
9,SC Freiburg,SCF,18,7,3,8,25:37,-12,24
10,Hannover 96,H96,18,6,5,7,33:39,-6,23
11,Hamburger SV,HSV,18,6,5,7,25:32,-7,23
12,TSV 1860 München,M60,18,6,4,8,20:27,-7,22
13,FC Hansa Rostock,ROS,18,5,4,9,24:29,-5,19
14,Bor. Mönchengladbach,BMG,18,5,4,9,18:25,-7,19
15,1. FC Köln,KOE,18,4,4,10,16:26,-10,16
16,1. FC Kaiserslautern,FCK,18,5,3,10,21:33,-12,15
17,Eintracht Frankfurt,SGE,18,3,4,11,17:29,-12,13
18,Hertha BSC,BSC,18,2,7,9,15:37,-22,13
