#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,VfB Stuttgart,VFB,7,5,2,0,9:0,9,17
2,Werder Bremen,SVW,7,5,1,1,16:6,10,16
3,Bayer Leverkusen,B04,7,5,1,1,15:6,9,16
4,Bayern München,FCB,7,4,2,1,17:11,6,14
5,Borussia Dortmund,BVB,7,4,1,2,12:6,6,13
6,VfL Wolfsburg,WOB,7,4,0,3,14:13,1,12
7,Hannover 96,H96,7,3,2,2,14:13,1,11
8,TSV 1860 München,M60,7,3,1,3,7:10,-3,10
9,SC Freiburg,SCF,7,2,3,2,11:11,0,9
10,VfL Bochum,BOC,7,2,3,2,10:10,0,9
11,1. FC Kaiserslautern,FCK,7,3,1,3,8:8,0,7
12,FC Schalke 04,S04,7,1,4,2,8:11,-3,7
13,FC Hansa Rostock,ROS,7,1,2,4,10:13,-3,5
14,Hertha BSC,BSC,7,0,5,2,5:9,-4,5
15,Eintracht Frankfurt,SGE,7,1,2,4,6:12,-6,5
16,Bor. Mönchengladbach,BMG,7,1,2,4,5:12,-7,5
17,Hamburger SV,HSV,7,1,2,4,5:14,-9,5
18,1. FC Köln,KOE,7,1,0,6,7:14,-7,3
