#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Karlsruher SC,KSC,3,2,0,1,4:4,0,6
2,Bayern München,FCB,2,1,1,0,5:1,4,4
3,1. FC Nürnberg,FCN,2,1,1,0,3:2,1,4
4,Hannover 96,H96,3,1,1,1,4:6,-2,4
5,Werder Bremen,SVW,3,1,1,1,3:5,-2,4
6,VfL Wolfsburg,WOB,2,1,0,1,4:3,1,3
7,MSV Duisburg,MSV,2,1,0,1,3:2,1,3
8,FC Schalke 04,S04,3,0,3,0,4:4,0,3
9,Arminia Bielefeld,DSC,2,1,0,1,3:4,-1,3
9,Hamburger SV,HSV,3,1,0,2,3:4,-1,3
11,VfL Bochum,BOC,3,1,0,2,4:6,-2,3
12,Borussia Dortmund,BVB,2,1,0,1,2:4,-2,3
12,Hertha BSC,BSC,3,1,0,2,2:4,-2,3
14,Eintracht Frankfurt,SGE,2,0,1,1,3:4,-1,1
15,Bayer Leverkusen,B04,2,0,1,1,1:2,-1,1
16,Energie Cottbus,FCE,3,0,1,2,0:6,-6,1
17,VfB Stuttgart,VFB,2,0,0,2,1:4,-3,0
18,FC Hansa Rostock,ROS,3,0,0,3,2:8,-6,0
