#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,7,4,2,1,13:6,7,14
2,Hamburger SV,HSV,7,4,1,2,9:5,4,13
3,Karlsruher SC,KSC,7,4,1,2,7:8,-1,13
4,Werder Bremen,SVW,7,3,3,1,10:8,2,12
5,Hannover 96,H96,7,3,2,2,8:7,1,11
6,FC Schalke 04,S04,7,2,4,1,10:8,2,10
7,Bayer Leverkusen,B04,7,3,1,3,9:7,2,10
8,VfL Wolfsburg,WOB,7,2,2,3,14:15,-1,8
9,VfL Bochum,BOC,7,2,0,5,7:11,-4,6
10,MSV Duisburg,MSV,7,2,0,5,7:12,-5,6
11,VfB Stuttgart,VFB,7,2,0,5,9:15,-6,6
12,Eintracht Frankfurt,SGE,7,0,5,2,7:12,-5,5
13,1. FC Nürnberg,FCN,7,1,2,4,8:15,-7,5
14,Borussia Dortmund,BVB,7,1,1,5,8:16,-8,4
15,Arminia Bielefeld,DSC,7,1,1,5,4:22,-18,4
16,Hertha BSC,BSC,7,1,0,6,6:12,-6,3
17,FC Hansa Rostock,ROS,7,1,0,6,5:13,-8,3
18,Energie Cottbus,FCE,7,0,3,4,3:15,-12,3
