#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,16,9,5,2,24:11,13,32
2,FC Schalke 04,S04,15,6,6,3,21:19,2,24
3,Hamburger SV,HSV,16,5,7,4,17:13,4,22
4,Werder Bremen,SVW,15,5,6,4,25:26,-1,21
5,VfL Wolfsburg,WOB,15,6,3,6,23:25,-2,21
6,Hannover 96,H96,16,5,5,6,21:23,-2,20
7,Karlsruher SC,KSC,16,5,4,7,15:24,-9,19
8,Eintracht Frankfurt,SGE,16,4,6,6,19:25,-6,18
9,Bayer Leverkusen,B04,16,5,2,9,23:26,-3,17
10,MSV Duisburg,MSV,15,5,2,8,15:20,-5,17
11,VfL Bochum,BOC,16,4,2,10,13:25,-12,14
12,VfB Stuttgart,VFB,15,4,2,9,16:31,-15,14
13,Borussia Dortmund,BVB,16,3,4,9,19:36,-17,13
14,Hertha BSC,BSC,15,2,5,8,15:21,-6,11
15,1. FC Nürnberg,FCN,16,2,3,11,14:32,-18,9
16,Energie Cottbus,FCE,15,1,6,8,9:31,-22,9
17,FC Hansa Rostock,ROS,15,2,2,11,11:27,-16,8
18,Arminia Bielefeld,DSC,15,1,5,9,12:38,-26,8
