#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,TSV 1860 München,M60,7,5,1,1,14:5,9,16
2,FC Hansa Rostock,ROS,7,4,3,0,15:9,6,15
3,Hamburger SV,HSV,6,4,2,0,18:4,14,14
4,Bayer Leverkusen,B04,6,4,2,0,14:6,8,14
5,SpVgg Unterhaching,UNT,6,4,2,0,8:2,6,14
6,Bayern München,FCB,6,4,1,1,17:5,12,13
7,SC Freiburg,SCF,7,4,1,2,15:6,9,13
8,Werder Bremen,SVW,7,4,1,2,15:9,6,13
9,Borussia Dortmund,BVB,7,3,3,1,11:8,3,12
10,1. FC Kaiserslautern,FCK,6,4,0,2,9:7,2,12
11,VfL Wolfsburg,WOB,7,4,0,3,12:14,-2,12
12,Hertha BSC,BSC,6,2,3,1,9:6,3,9
13,SSV Ulm 1846,ULM,7,2,2,3,6:6,0,8
14,Eintracht Frankfurt,SGE,7,2,1,4,10:8,2,7
15,MSV Duisburg,MSV,6,1,4,1,7:5,2,7
16,VfB Stuttgart,VFB,6,2,1,3,7:7,0,7
17,FC Schalke 04,S04,6,1,4,1,6:7,-1,7
18,Arminia Bielefeld,DSC,7,1,4,2,7:9,-2,7
