#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayer Leverkusen,B04,14,10,4,0,33:14,19,34
2,Bayern München,FCB,13,9,3,1,38:13,25,30
3,Hamburger SV,HSV,13,9,3,1,33:9,24,30
4,TSV 1860 München,M60,13,9,2,2,28:15,13,29
5,Werder Bremen,SVW,14,8,3,3,33:21,12,27
6,SpVgg Unterhaching,UNT,13,8,3,2,17:8,9,27
7,Hertha BSC,BSC,12,6,5,1,20:10,10,23
8,FC Hansa Rostock,ROS,13,6,5,2,19:15,4,23
9,VfL Wolfsburg,WOB,13,7,2,4,23:22,1,23
10,SSV Ulm 1846,ULM,13,6,3,4,19:18,1,21
11,FC Schalke 04,S04,13,4,8,1,18:11,7,20
12,1. FC Kaiserslautern,FCK,12,6,2,4,21:21,0,20
13,SC Freiburg,SCF,13,5,4,4,20:12,8,19
14,Borussia Dortmund,BVB,13,4,6,3,19:15,4,18
15,VfB Stuttgart,VFB,13,5,1,7,15:18,-3,16
16,Eintracht Frankfurt,SGE,12,4,3,5,17:12,5,15
17,MSV Duisburg,MSV,13,2,6,5,16:17,-1,12
18,Arminia Bielefeld,DSC,14,2,6,6,18:21,-3,12
