#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayer Leverkusen,B04,10,7,3,0,24:11,13,24
2,Hamburger SV,HSV,9,6,3,0,25:5,20,21
3,SpVgg Unterhaching,UNT,9,6,3,0,12:3,9,21
4,TSV 1860 München,M60,10,6,2,2,20:11,9,20
5,FC Hansa Rostock,ROS,10,5,3,2,16:13,3,18
6,Bayern München,FCB,8,5,2,1,20:7,13,17
7,SC Freiburg,SCF,10,5,2,3,18:8,10,17
8,Werder Bremen,SVW,10,5,2,3,19:14,5,17
9,Borussia Dortmund,BVB,10,4,4,2,16:10,6,16
10,VfL Wolfsburg,WOB,9,5,0,4,14:16,-2,15
11,SSV Ulm 1846,ULM,9,4,2,3,12:7,5,14
12,Hertha BSC,BSC,8,3,4,1,13:7,6,13
13,1. FC Kaiserslautern,FCK,8,4,1,3,11:11,0,13
14,VfB Stuttgart,VFB,8,3,1,4,11:11,0,10
15,FC Schalke 04,S04,8,1,6,1,8:9,-1,9
16,MSV Duisburg,MSV,8,1,5,2,9:8,1,8
17,Eintracht Frankfurt,SGE,8,2,1,5,11:10,1,7
18,Arminia Bielefeld,DSC,10,1,4,5,9:14,-5,7
