#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,11,8,2,1,29:7,22,26
2,Hannover 96,H96,11,7,1,3,19:14,5,22
3,Borussia Dortmund,BVB,10,6,3,1,19:5,14,21
4,1. FC Nürnberg,FCN,11,7,0,4,17:13,4,21
5,SC Freiburg,SCF,11,6,2,3,16:12,4,20
6,1. FC Köln,KOE,11,6,2,3,19:17,2,20
7,1899 Hoffenheim,TSG,10,5,3,2,22:13,9,18
8,FC Schalke 04,S04,12,5,2,5,19:12,7,17
9,Werder Bremen,SVW,11,5,2,4,19:17,2,17
10,Hamburger SV,HSV,10,5,2,3,15:14,1,17
11,1. FSV Mainz 05,M05,11,5,1,5,14:10,4,16
12,Bayer Leverkusen,B04,11,4,4,3,19:19,0,16
13,FC St. Pauli,STP,12,4,3,5,18:19,-1,15
14,1. FC Kaiserslautern,FCK,11,3,5,3,17:12,5,14
15,VfB Stuttgart,VFB,12,4,1,7,24:21,3,13
16,VfL Wolfsburg,WOB,11,3,4,4,16:17,-1,13
17,Eintracht Frankfurt,SGE,11,4,1,6,9:17,-8,13
18,Bor. Mönchengladbach,BMG,11,0,3,8,14:28,-14,3
