#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Borussia Dortmund,BVB,13,11,1,1,33:8,25,34
2,Bayern München,FCB,13,11,0,2,43:4,39,33
3,FC Schalke 04,S04,13,10,1,2,37:12,25,31
4,Bor. Mönchengladbach,BMG,13,8,5,0,25:8,17,29
5,Hannover 96,H96,13,7,6,0,25:15,10,27
6,Werder Bremen,SVW,12,8,2,2,25:12,13,26
7,VfL Wolfsburg,WOB,13,8,2,3,22:15,7,26
8,VfB Stuttgart,VFB,13,6,3,4,24:13,11,21
9,Bayer Leverkusen,B04,13,6,3,4,21:18,3,21
10,1. FSV Mainz 05,M05,13,6,2,5,22:20,2,20
11,FC Augsburg,FCA,13,4,6,3,15:14,1,18
12,1. FC Nürnberg,FCN,13,5,3,5,16:18,-2,18
13,1899 Hoffenheim,TSG,13,3,8,2,14:12,2,17
14,1. FC Köln,KOE,13,5,2,6,16:17,-1,17
15,SC Freiburg,SCF,13,4,4,5,16:17,-1,16
16,Hertha BSC,BSC,13,3,3,7,13:20,-7,12
17,1. FC Kaiserslautern,FCK,13,2,5,6,9:18,-9,11
18,Hamburger SV,HSV,14,2,5,7,17:28,-11,11
