#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,15,13,0,2,47:6,41,39
2,Borussia Dortmund,BVB,15,12,2,1,38:12,26,38
3,FC Schalke 04,S04,15,12,1,2,42:12,30,37
4,Hannover 96,H96,15,9,6,0,29:16,13,33
5,Bor. Mönchengladbach,BMG,15,8,6,1,26:10,16,30
6,VfL Wolfsburg,WOB,15,9,2,4,25:19,6,29
7,Werder Bremen,SVW,15,8,4,3,28:18,10,28
8,VfB Stuttgart,VFB,15,8,3,4,29:14,15,27
9,Bayer Leverkusen,B04,15,7,3,5,24:21,3,24
10,1. FSV Mainz 05,M05,15,7,2,6,27:23,4,23
11,1899 Hoffenheim,TSG,15,4,9,2,19:13,6,21
12,1. FC Nürnberg,FCN,15,6,3,6,20:20,0,21
13,FC Augsburg,FCA,15,5,6,4,18:18,0,21
14,SC Freiburg,SCF,15,5,5,5,20:19,1,20
15,1. FC Köln,KOE,15,5,3,7,18:24,-6,18
16,Hamburger SV,HSV,15,2,6,7,18:29,-11,12
17,Hertha BSC,BSC,15,3,3,9,15:26,-11,12
18,1. FC Kaiserslautern,FCK,15,2,5,8,10:21,-11,11
