#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,6,5,0,1,23:1,22,15
2,Borussia Dortmund,BVB,6,5,0,1,20:4,16,15
3,Werder Bremen,SVW,6,5,0,1,14:8,6,15
4,Hannover 96,H96,7,4,3,0,13:9,4,15
5,Bor. Mönchengladbach,BMG,6,4,2,0,11:5,6,14
6,FC Schalke 04,S04,6,4,0,2,14:8,6,12
7,1899 Hoffenheim,TSG,6,3,2,1,7:4,3,11
8,VfB Stuttgart,VFB,6,3,1,2,10:4,6,10
9,1. FC Köln,KOE,6,3,1,2,9:6,3,10
10,VfL Wolfsburg,WOB,5,3,0,2,7:6,1,9
11,Hertha BSC,BSC,6,2,2,2,7:5,2,8
12,Bayer Leverkusen,B04,6,2,2,2,7:8,-1,8
13,1. FC Kaiserslautern,FCK,5,2,1,2,5:7,-2,7
14,SC Freiburg,SCF,6,2,0,4,7:7,0,6
15,1. FC Nürnberg,FCN,6,1,3,2,9:10,-1,6
16,1. FSV Mainz 05,M05,7,2,0,5,9:15,-6,6
17,Hamburger SV,HSV,6,0,3,3,8:11,-3,3
18,FC Augsburg,FCA,6,0,3,3,5:11,-6,3
