#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,FC Schalke 04,S04,2,2,0,0,6:1,5,6
2,Werder Bremen,SVW,2,2,0,0,7:3,4,6
3,Borussia Dortmund,BVB,2,2,0,0,5:1,4,6
4,Hannover 96,H96,3,1,2,0,4:3,1,5
5,Bor. Mönchengladbach,BMG,2,1,1,0,5:2,3,4
6,Bayer Leverkusen,B04,2,1,1,0,1:0,1,4
7,Bayern München,FCB,2,1,0,1,5:1,4,3
8,SC Freiburg,SCF,2,1,0,1,4:2,2,3
9,VfB Stuttgart,VFB,2,1,0,1,3:1,2,3
10,1. FSV Mainz 05,M05,2,1,0,1,4:4,0,3
11,1. FC Nürnberg,FCN,2,1,0,1,2:2,0,3
11,1899 Hoffenheim,TSG,2,1,0,1,2:2,0,3
13,Hertha BSC,BSC,2,1,0,1,1:1,0,3
14,Hamburger SV,HSV,2,0,1,1,5:6,-1,1
15,FC Augsburg,FCA,2,0,1,1,2:4,-2,1
16,1. FC Kaiserslautern,FCK,2,0,1,1,1:4,-3,1
16,1. FC Köln,KOE,2,0,1,1,1:4,-3,1
18,VfL Wolfsburg,WOB,1,0,0,1,0:1,-1,0
