#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayer Leverkusen,B04,4,3,1,0,11:4,7,10
2,FC Schalke 04,S04,4,3,1,0,5:2,3,10
3,Eintracht Frankfurt,SGE,3,2,1,0,5:2,3,7
4,SC Freiburg,SCF,3,2,0,1,7:4,3,6
5,1899 Hoffenheim,TSG,3,2,0,1,5:3,2,6
6,VfL Wolfsburg,WOB,3,2,0,1,5:5,0,6
7,Hamburger SV,HSV,3,1,2,0,6:4,2,5
8,Werder Bremen,SVW,3,1,2,0,4:3,1,5
9,Bayern München,FCB,4,1,1,2,7:5,2,4
10,VfB Stuttgart,VFB,4,1,1,2,5:6,-1,4
11,Hannover 96,H96,4,1,1,2,4:5,-1,4
12,1. FSV Mainz 05,M05,4,1,1,2,4:8,-4,4
13,1. FC Köln,KOE,3,1,0,2,3:4,-1,3
14,VfL Bochum,BOC,4,1,0,3,2:8,-6,3
15,1. FC Nürnberg,FCN,3,0,2,1,2:3,-1,2
16,Borussia Dortmund,BVB,3,0,2,1,3:6,-3,2
17,Bor. Mönchengladbach,BMG,4,0,1,3,3:10,-7,1
18,Hertha BSC,BSC,4,0,0,4,3:10,-7,0
