#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,FC Schalke 04,S04,8,5,2,1,10:5,5,17
2,Werder Bremen,SVW,8,4,4,0,18:6,12,16
3,Bayer Leverkusen,B04,9,3,6,0,16:9,7,15
4,Bayern München,FCB,8,4,2,2,17:7,10,14
5,Hamburger SV,HSV,8,3,5,0,19:11,8,14
6,1899 Hoffenheim,TSG,8,4,1,3,11:7,4,13
7,Borussia Dortmund,BVB,8,3,4,1,11:10,1,13
8,SC Freiburg,SCF,8,4,1,3,14:15,-1,13
9,VfL Wolfsburg,WOB,7,3,3,1,10:9,1,12
10,Eintracht Frankfurt,SGE,8,3,2,3,10:12,-2,11
11,1. FC Köln,KOE,8,2,4,2,4:4,0,10
12,Hannover 96,H96,8,2,1,5,9:14,-5,7
13,Bor. Mönchengladbach,BMG,8,2,1,5,10:17,-7,7
14,VfL Bochum,BOC,8,2,1,5,5:13,-8,7
15,VfB Stuttgart,VFB,8,1,3,4,6:12,-6,6
16,1. FSV Mainz 05,M05,8,1,3,4,7:14,-7,6
17,1. FC Nürnberg,FCN,8,1,2,5,5:17,-12,5
18,Hertha BSC,BSC,8,0,1,7,4:18,-14,1
