#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,FC Schalke 04,S04,14,7,5,2,21:12,9,26
2,Werder Bremen,SVW,14,7,4,3,30:15,15,25
3,VfL Wolfsburg,WOB,14,6,5,3,22:17,5,23
4,Bayern München,FCB,13,6,4,3,26:14,12,22
5,Bayer Leverkusen,B04,14,4,8,2,24:18,6,20
6,1. FC Köln,KOE,14,5,5,4,13:11,2,20
7,Borussia Dortmund,BVB,14,5,5,4,21:22,-1,20
8,VfB Stuttgart,VFB,14,5,4,5,19:19,0,19
9,Eintracht Frankfurt,SGE,14,5,4,5,18:20,-2,19
10,Hamburger SV,HSV,14,4,6,4,27:22,5,18
11,1899 Hoffenheim,TSG,14,5,2,7,15:16,-1,17
12,SC Freiburg,SCF,15,4,3,8,19:27,-8,15
13,VfL Bochum,BOC,14,4,3,7,13:23,-10,15
14,1. FC Nürnberg,FCN,15,3,3,9,13:29,-16,12
15,Hertha BSC,BSC,14,3,1,10,18:27,-9,10
16,Hannover 96,H96,13,3,1,9,13:24,-11,10
17,Bor. Mönchengladbach,BMG,14,2,4,8,15:27,-12,10
18,1. FSV Mainz 05,M05,14,2,4,8,11:24,-13,10
