#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,4,4,0,0,12:0,12,12
2,FC Schalke 04,S04,4,2,2,0,8:5,3,8
3,Fortuna Düsseldorf,F95,4,2,1,1,4:1,3,7
4,Hamburger SV,HSV,5,2,1,2,7:7,0,7
5,Bayer Leverkusen,B04,5,2,1,2,8:9,-1,7
6,VfB Stuttgart,VFB,4,2,1,1,6:8,-2,7
7,VfL Wolfsburg,WOB,5,2,1,2,5:7,-2,7
8,Eintracht Frankfurt,SGE,4,2,0,2,7:5,2,6
9,Borussia Dortmund,BVB,5,1,3,1,9:8,1,6
10,1. FC Nürnberg,FCN,5,2,0,3,5:10,-5,6
11,SpVgg Greuther Fürth,SGF,4,1,2,1,5:6,-1,5
12,1. FSV Mainz 05,M05,5,1,2,2,6:9,-3,5
13,Bor. Mönchengladbach,BMG,5,1,2,2,4:12,-8,5
14,SC Freiburg,SCF,4,1,1,2,3:4,-1,4
15,Werder Bremen,SVW,5,1,1,3,7:10,-3,4
16,Hannover 96,H96,4,1,0,3,6:7,-1,3
17,1899 Hoffenheim,TSG,5,1,0,4,7:12,-5,3
18,FC Augsburg,FCA,4,0,2,2,1:5,-4,2
