#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,12,11,1,0,28:1,27,34
2,Borussia Dortmund,BVB,13,6,5,2,28:17,11,23
3,VfL Wolfsburg,WOB,13,6,2,5,19:18,1,20
4,SC Freiburg,SCF,12,4,5,3,15:13,2,17
5,VfB Stuttgart,VFB,13,5,2,6,13:22,-9,17
6,Bayer Leverkusen,B04,13,4,4,5,20:21,-1,16
7,Hamburger SV,HSV,13,4,4,5,15:20,-5,16
8,Eintracht Frankfurt,SGE,13,4,3,6,13:18,-5,15
9,Bor. Mönchengladbach,BMG,13,3,6,4,13:20,-7,15
10,1. FSV Mainz 05,M05,12,3,4,5,15:17,-2,13
11,FC Schalke 04,S04,12,3,4,5,18:23,-5,13
12,1. FC Nürnberg,FCN,13,3,4,6,10:19,-9,13
13,Werder Bremen,SVW,13,3,3,7,22:29,-7,12
14,FC Augsburg,FCA,12,2,4,6,11:19,-8,10
15,SpVgg Greuther Fürth,SGF,12,2,4,6,10:18,-8,10
16,Fortuna Düsseldorf,F95,12,2,2,8,12:17,-5,8
17,1899 Hoffenheim,TSG,12,2,1,9,15:24,-9,7
18,Hannover 96,H96,12,2,1,9,19:30,-11,7
