#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,27,22,3,2,65:13,52,69
2,Borussia Dortmund,BVB,27,20,4,3,64:26,38,64
3,Hertha BSC,BSC,27,14,6,7,37:27,10,48
4,FC Schalke 04,S04,27,13,5,9,39:35,4,44
5,Bor. Mönchengladbach,BMG,27,13,3,11,54:44,10,42
6,Bayer Leverkusen,B04,27,12,6,9,39:33,6,42
7,1. FSV Mainz 05,M05,27,12,5,10,35:33,2,41
8,VfL Wolfsburg,WOB,27,10,8,9,39:34,5,38
9,1. FC Köln,KOE,27,8,9,10,28:34,-6,33
10,FC Ingolstadt 04,FCI,27,8,9,10,23:31,-8,33
11,VfB Stuttgart,VFB,27,9,5,13,43:54,-11,32
12,Hamburger SV,HSV,27,8,7,12,31:38,-7,31
13,SV Darmstadt 98,D98,27,6,10,11,28:41,-13,28
14,Werder Bremen,SVW,27,7,7,13,36:54,-18,28
15,FC Augsburg,FCA,27,6,9,12,33:43,-10,27
16,1899 Hoffenheim,TSG,27,6,9,12,30:43,-13,27
17,Eintracht Frankfurt,SGE,27,6,9,12,29:43,-14,27
18,Hannover 96,H96,27,5,2,20,22:49,-27,17
