#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,8,8,0,0,28:4,24,24
2,Borussia Dortmund,BVB,8,5,2,1,22:11,11,17
3,FC Schalke 04,S04,8,5,1,2,10:8,2,16
4,Hertha BSC,BSC,8,4,2,2,11:8,3,14
5,1. FC Köln,KOE,8,4,2,2,13:12,1,14
6,FC Ingolstadt 04,FCI,8,4,2,2,6:6,0,14
7,Bayer Leverkusen,B04,8,4,1,3,8:9,-1,13
8,1. FSV Mainz 05,M05,8,4,0,4,12:11,1,12
9,VfL Wolfsburg,WOB,8,3,3,2,10:10,0,12
10,SV Darmstadt 98,D98,8,2,4,2,10:12,-2,10
11,Hamburger SV,HSV,8,3,1,4,8:13,-5,10
12,Eintracht Frankfurt,SGE,8,2,3,3,13:11,2,9
13,Bor. Mönchengladbach,BMG,8,3,0,5,11:15,-4,9
14,Werder Bremen,SVW,8,2,1,5,7:13,-6,7
15,1899 Hoffenheim,TSG,8,1,3,4,10:14,-4,6
16,FC Augsburg,FCA,8,1,2,5,8:13,-5,5
17,Hannover 96,H96,8,1,2,5,7:16,-9,5
18,VfB Stuttgart,VFB,8,1,1,6,11:19,-8,4
