#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,19,17,1,1,50:9,41,52
2,Borussia Dortmund,BVB,19,14,2,3,52:24,28,44
3,Hertha BSC,BSC,19,10,4,5,29:21,8,34
4,Bayer Leverkusen,B04,19,9,4,6,29:21,8,31
5,FC Schalke 04,S04,19,9,3,7,26:26,0,30
6,Bor. Mönchengladbach,BMG,19,9,2,8,35:34,1,29
7,VfL Wolfsburg,WOB,19,7,6,6,29:25,4,27
8,1. FSV Mainz 05,M05,19,8,3,8,24:24,0,27
9,1. FC Köln,KOE,19,6,7,6,20:25,-5,25
10,FC Ingolstadt 04,FCI,19,6,5,8,12:20,-8,23
11,Hamburger SV,HSV,19,6,4,9,21:27,-6,22
12,FC Augsburg,FCA,19,5,6,8,21:26,-5,21
13,Eintracht Frankfurt,SGE,19,5,6,8,24:30,-6,21
14,SV Darmstadt 98,D98,19,5,6,8,19:29,-10,21
15,VfB Stuttgart,VFB,19,6,3,10,27:39,-12,21
16,Werder Bremen,SVW,19,5,4,10,23:36,-13,19
17,1899 Hoffenheim,TSG,19,2,8,9,18:28,-10,14
18,Hannover 96,H96,19,4,2,13,19:34,-15,14
