#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Borussia Dortmund,BVB,3,3,0,0,11:1,10,9
2,Bayern München,FCB,3,3,0,0,10:1,9,9
3,VfL Wolfsburg,WOB,3,2,1,0,6:2,4,7
4,1. FC Köln,KOE,3,2,1,0,6:3,3,7
5,1. FSV Mainz 05,M05,3,2,0,1,5:2,3,6
6,Bayer Leverkusen,B04,3,2,0,1,3:4,-1,6
7,FC Ingolstadt 04,FCI,3,2,0,1,2:4,-2,6
8,Eintracht Frankfurt,SGE,3,1,1,1,6:4,2,4
9,FC Schalke 04,S04,3,1,1,1,4:4,0,4
10,Hertha BSC,BSC,3,1,1,1,3:4,-1,4
11,Werder Bremen,SVW,3,1,1,1,3:5,-2,4
12,SV Darmstadt 98,D98,3,0,3,0,3:3,0,3
13,Hamburger SV,HSV,3,1,0,2,4:9,-5,3
14,1899 Hoffenheim,TSG,3,0,1,2,2:4,-2,1
15,FC Augsburg,FCA,3,0,1,2,1:3,-2,1
16,Hannover 96,H96,3,0,1,2,2:6,-4,1
17,VfB Stuttgart,VFB,3,0,0,3,4:10,-6,0
18,Bor. Mönchengladbach,BMG,3,0,0,3,2:8,-6,0
